Date,State,Confirmed,Recovered,Deceased
18-07-2020,Andhra Pradesh,44609,21763,586
18-07-2020,Arunachal Pradesh,650,274,3
18-07-2020,Assam,22982,15166,53
18-07-2020,Bihar,24967,15771,177
18-07-2020,Chandigarh,691,485,12
18-07-2020,Chhattisgarh,5246,3658,24
18-07-2020,Delhi,121582,101274,3597
18-07-2020,Dadra and Nagar Haveli and Daman and Diu,653,436,2
18-07-2020,Goa,3484,2038,21
18-07-2020,Gujarat,47476,34005,2127
18-07-2020,Himachal Pradesh,1457,1030,10
18-07-2020,Haryana,25547,19318,344
18-07-2020,Jharkhand,5385,2656,48
18-07-2020,Jammu and Kashmir,13198,7165,236
18-07-2020,Karnataka,59652,21775,1240
18-07-2020,Kerala,11660,5203,41
18-07-2020,Ladakh,1159,985,2
18-07-2020,Maharashtra,300937,165663,11596
18-07-2020,Meghalaya,418,49,2
18-07-2020,Manipur,1891,1182,0
18-07-2020,Madhya Pradesh,21763,14864,706
18-07-2020,Mizoram,284,167,0
18-07-2020,Nagaland,978,432,0
18-07-2020,Odisha,16701,11937,112
18-07-2020,Punjab,9792,6454,246
18-07-2020,Puducherry,1890,1062,28
18-07-2020,Rajasthan,28500,21144,553
18-07-2020,Sikkim,273,90,0
18-07-2020,Telangana,43780,30607,409
18-07-2020,Tamil Nadu,165714,113856,2403
18-07-2020,Tripura,2668,1735,5
18-07-2020,State Unassigned,163,0,0
18-07-2020,Uttar Pradesh,47036,28664,1108
18-07-2020,Uttarakhand,4276,3081,52
18-07-2020,West Bengal,40209,23539,1076
19-07-2020,Andaman and Nicobar Islands,203,145,0
19-07-2020,Andhra Pradesh,49650,22890,642
19-07-2020,Arunachal Pradesh,740,282,3
19-07-2020,Assam,24000,16024,57
19-07-2020,Bihar,26379,16597,179
19-07-2020,Chandigarh,717,488,12
19-07-2020,Chhattisgarh,5407,3775,24
19-07-2020,Delhi,122793,103134,3628
19-07-2020,Dadra and Nagar Haveli and Daman and Diu,690,450,2
19-07-2020,Goa,3657,2218,22
19-07-2020,Gujarat,48441,34882,2147
19-07-2020,Himachal Pradesh,1521,1059,10
19-07-2020,Haryana,26164,19793,349
19-07-2020,Jharkhand,5552,2718,49
19-07-2020,Jammu and Kashmir,13899,7811,244
19-07-2020,Karnataka,63772,23065,1331
19-07-2020,Kerala,12481,5375,43
19-07-2020,Ladakh,1178,1003,2
19-07-2020,Maharashtra,310455,169569,11854
19-07-2020,Meghalaya,450,49,4
19-07-2020,Manipur,1911,1235,0
19-07-2020,Madhya Pradesh,22600,15311,721
19-07-2020,Mizoram,284,167,0
19-07-2020,Nagaland,988,445,0
19-07-2020,Odisha,17437,12453,119
19-07-2020,Punjab,10100,6535,254
19-07-2020,Puducherry,1999,1154,28
19-07-2020,Rajasthan,29434,21730,559
19-07-2020,Sikkim,283,90,0
19-07-2020,Telangana,45076,32438,415
19-07-2020,Tamil Nadu,170693,117915,2481
19-07-2020,Tripura,2891,1759,5
19-07-2020,State Unassigned,0,0,0
19-07-2020,Uttar Pradesh,49247,29845,1146
19-07-2020,Uttarakhand,4515,3116,52
19-07-2020,West Bengal,42487,24883,1112
20-07-2020,Andaman and Nicobar Islands,207,151,0
20-07-2020,Andhra Pradesh,53724,24228,696
20-07-2020,Arunachal Pradesh,790,285,3
20-07-2020,Assam,25093,17096,58
20-07-2020,Bihar,27455,17535,187
20-07-2020,Chandigarh,737,518,12
20-07-2020,Chhattisgarh,5598,3944,28
20-07-2020,Delhi,123747,104918,3663
20-07-2020,Dadra and Nagar Haveli and Daman and Diu,711,465,2
20-07-2020,Goa,3853,2361,23
20-07-2020,Gujarat,49439,35659,2167
20-07-2020,Himachal Pradesh,1631,1067,10
20-07-2020,Haryana,26858,20226,355
20-07-2020,Jharkhand,5777,2835,53
20-07-2020,Jammu and Kashmir,14650,8274,254
20-07-2020,Karnataka,67420,23795,1403
20-07-2020,Kerala,13275,5620,44
20-07-2020,Ladakh,1195,1007,2
20-07-2020,Maharashtra,318695,175029,12030
20-07-2020,Meghalaya,469,52,4
20-07-2020,Manipur,1925,1320,0
20-07-2020,Madhya Pradesh,23310,15684,738
20-07-2020,Mizoram,297,168,0
20-07-2020,Nagaland,1021,484,0
20-07-2020,Odisha,18110,12910,125
20-07-2020,Punjab,10510,7118,262
20-07-2020,Puducherry,2092,1265,29
20-07-2020,Rajasthan,30390,22195,568
20-07-2020,Sikkim,305,92,0
20-07-2020,Telangana,46274,34323,422
20-07-2020,Tamil Nadu,175678,121776,2551
20-07-2020,Tripura,3093,1845,7
20-07-2020,Uttar Pradesh,51160,30831,1192
20-07-2020,Uttarakhand,4642,3212,55
20-07-2020,West Bengal,44769,26418,1147
21-07-2020,Andaman and Nicobar Islands,212,159,0
21-07-2020,Andhra Pradesh,58668,25574,758
21-07-2020,Arunachal Pradesh,858,303,3
21-07-2020,Assam,26773,18034,64
21-07-2020,Bihar,28564,18741,198
21-07-2020,Chandigarh,751,518,12
21-07-2020,Chhattisgarh,5731,4114,29
21-07-2020,Delhi,125096,106118,3690
21-07-2020,Dadra and Nagar Haveli and Daman and Diu,739,475,2
21-07-2020,Goa,4027,2449,26
21-07-2020,Gujarat,50465,36403,2201
21-07-2020,Himachal Pradesh,1664,1077,11
21-07-2020,Haryana,27462,20952,364
21-07-2020,Jharkhand,6195,2942,61
21-07-2020,Jammu and Kashmir,15258,8455,263
21-07-2020,Karnataka,71069,25459,1464
21-07-2020,Kerala,13995,5894,45
21-07-2020,Ladakh,1198,1010,2
21-07-2020,Maharashtra,327031,182217,12276
21-07-2020,Meghalaya,490,70,4
21-07-2020,Manipur,2015,1384,0
21-07-2020,Madhya Pradesh,24095,16257,756
21-07-2020,Mizoram,297,168,0
21-07-2020,Nagaland,1030,485,0
21-07-2020,Odisha,18757,13310,133
21-07-2020,Punjab,10889,7389,263
21-07-2020,Puducherry,2179,1318,30
21-07-2020,Rajasthan,31373,22744,577
21-07-2020,Sikkim,330,108,0
21-07-2020,Telangana,47704,36385,429
21-07-2020,Tamil Nadu,180643,126670,2626
21-07-2020,Tripura,3345,1926,8
21-07-2020,Uttar Pradesh,53288,31855,1229
21-07-2020,Uttarakhand,4849,3297,55
21-07-2020,West Bengal,47030,28035,1182
22-07-2020,Andaman and Nicobar Islands,221,163,0
22-07-2020,Andhra Pradesh,64713,32127,823
22-07-2020,Arunachal Pradesh,949,314,3
22-07-2020,Assam,27745,19351,66
22-07-2020,Bihar,30066,19876,208
22-07-2020,Chandigarh,780,526,13
22-07-2020,Chhattisgarh,5999,4230,29
22-07-2020,Delhi,126323,107650,3719
22-07-2020,Dadra and Nagar Haveli and Daman and Diu,775,490,2
22-07-2020,Goa,4176,2541,28
22-07-2020,Gujarat,51485,37240,2229
22-07-2020,Himachal Pradesh,1725,1105,11
22-07-2020,Haryana,28186,21697,372
22-07-2020,Jharkhand,6682,3048,64
22-07-2020,Jammu and Kashmir,15711,8607,273
22-07-2020,Karnataka,75833,27239,1519
22-07-2020,Kerala,15033,6166,46
22-07-2020,Ladakh,1206,1018,2
22-07-2020,Maharashtra,337607,187769,12556
22-07-2020,Meghalaya,514,77,4
22-07-2020,Manipur,2060,1418,0
22-07-2020,Madhya Pradesh,24842,16836,770
22-07-2020,Mizoram,317,179,0
22-07-2020,Nagaland,1084,486,0
22-07-2020,Odisha,19835,13750,139
22-07-2020,Punjab,11301,7641,269
22-07-2020,Puducherry,2300,1369,31
22-07-2020,Rajasthan,32334,23364,583
22-07-2020,Sikkim,438,112,0
22-07-2020,Telangana,49259,37666,438
22-07-2020,Tamil Nadu,186492,131583,3144
22-07-2020,Tripura,3471,2033,9
22-07-2020,Uttar Pradesh,55588,33500,1263
22-07-2020,Uttarakhand,5300,3349,57
22-07-2020,West Bengal,49321,29650,1221
23-07-2020,Andaman and Nicobar Islands,240,170,0
23-07-2020,Andhra Pradesh,72711,37555,884
23-07-2020,Arunachal Pradesh,991,334,3
23-07-2020,Assam,28792,20700,70
23-07-2020,Bihar,31691,20959,212
23-07-2020,Chandigarh,800,531,13
23-07-2020,Chhattisgarh,6370,4387,34
23-07-2020,Delhi,127364,109065,3745
23-07-2020,Dadra and Nagar Haveli and Daman and Diu,820,513,2
23-07-2020,Goa,4350,2655,29
23-07-2020,Gujarat,52563,37958,2257
23-07-2020,Himachal Pradesh,1834,1136,11
23-07-2020,Haryana,28975,22249,378
23-07-2020,Jharkhand,7164,3254,67
23-07-2020,Jammu and Kashmir,16429,8709,282
23-07-2020,Karnataka,80863,29310,1616
23-07-2020,Kerala,16111,6598,51
23-07-2020,Ladakh,1210,1025,2
23-07-2020,Maharashtra,347502,194253,12854
23-07-2020,Meghalaya,534,82,4
23-07-2020,Manipur,2115,1460,0
23-07-2020,Madhya Pradesh,25474,17359,780
23-07-2020,Mizoram,326,183,0
23-07-2020,Nagaland,1174,530,0
23-07-2020,Odisha,21099,14393,145
23-07-2020,Punjab,11739,7741,277
23-07-2020,Puducherry,2420,1400,34
23-07-2020,Rajasthan,33220,23815,594
23-07-2020,Sikkim,460,122,0
23-07-2020,Telangana,50826,39327,447
23-07-2020,Tamil Nadu,192964,136793,3232
23-07-2020,Tripura,3677,2072,10
23-07-2020,Uttar Pradesh,58104,35803,1298
23-07-2020,Uttarakhand,5445,3399,60
23-07-2020,West Bengal,51757,31656,1255
24-07-2020,Andaman and Nicobar Islands,259,174,0
24-07-2020,Andhra Pradesh,80858,39935,933
24-07-2020,Arunachal Pradesh,1056,392,3
24-07-2020,Assam,29922,21762,76
24-07-2020,Bihar,33511,22832,221
24-07-2020,Chandigarh,823,535,13
24-07-2020,Chhattisgarh,6819,4567,36
24-07-2020,Delhi,128389,110931,3777
24-07-2020,Dadra and Nagar Haveli and Daman and Diu,864,531,2
24-07-2020,Goa,4540,2865,29
24-07-2020,Gujarat,53631,38830,2283
24-07-2020,Himachal Pradesh,1954,1145,12
24-07-2020,Haryana,29755,22953,382
24-07-2020,Jharkhand,7564,3354,76
24-07-2020,Jammu and Kashmir,16782,9217,296
24-07-2020,Karnataka,85870,31347,1726
24-07-2020,Kerala,16996,7566,55
24-07-2020,Ladakh,1246,1035,2
24-07-2020,Maharashtra,357117,199967,13132
24-07-2020,Meghalaya,587,87,5
24-07-2020,Manipur,2146,1491,0
24-07-2020,Madhya Pradesh,26210,17866,791
24-07-2020,Mizoram,332,183,0
24-07-2020,Nagaland,1239,537,1
24-07-2020,Odisha,22693,15201,153
24-07-2020,Punjab,12216,8096,282
24-07-2020,Puducherry,2515,1483,35
24-07-2020,Rajasthan,34178,24547,602
24-07-2020,Sikkim,477,137,0
24-07-2020,Telangana,52466,40334,455
24-07-2020,Tamil Nadu,199749,143297,3320
24-07-2020,Tripura,3777,2131,11
24-07-2020,Uttar Pradesh,60771,37712,1348
24-07-2020,Uttarakhand,5717,3441,62
24-07-2020,West Bengal,53973,33529,1290
25-07-2020,Andaman and Nicobar Islands,290,176,0
25-07-2020,Andhra Pradesh,88671,43255,985
25-07-2020,Arunachal Pradesh,1126,428,3
25-07-2020,Assam,31087,23056,77
25-07-2020,Bihar,36314,24520,232
25-07-2020,Chandigarh,852,555,13
25-07-2020,Chhattisgarh,7182,4683,39
25-07-2020,Delhi,129531,113068,3806
25-07-2020,Dadra and Nagar Haveli and Daman and Diu,901,544,2
25-07-2020,Goa,4686,3047,33
25-07-2020,Gujarat,54712,39612,2305
25-07-2020,Himachal Pradesh,2049,1173,12
25-07-2020,Haryana,30538,23654,389
25-07-2020,Jharkhand,7841,3521,83
25-07-2020,Jammu and Kashmir,17305,9517,305
25-07-2020,Karnataka,90942,33750,1798
25-07-2020,Kerala,18099,8615,60
25-07-2020,Ladakh,1276,1057,3
25-07-2020,Maharashtra,366368,207194,13389
25-07-2020,Meghalaya,646,94,5
25-07-2020,Manipur,2176,1520,0
25-07-2020,Madhya Pradesh,26926,18488,799
25-07-2020,Mizoram,361,183,0
25-07-2020,Nagaland,1289,541,4
25-07-2020,Odisha,24013,15929,163
25-07-2020,Punjab,12684,8297,291
25-07-2020,Puducherry,2654,1561,38
25-07-2020,Rajasthan,35298,25306,613
25-07-2020,Sikkim,499,142,0
25-07-2020,Telangana,54059,41332,463
25-07-2020,Tamil Nadu,206737,151055,3409
25-07-2020,Tripura,3882,2210,11
25-07-2020,Uttar Pradesh,63742,39903,1387
25-07-2020,Uttarakhand,5961,3495,63
25-07-2020,West Bengal,56377,35654,1332
26-07-2020,Andaman and Nicobar Islands,318,180,0
26-07-2020,Andhra Pradesh,96298,46301,1041
26-07-2020,Arunachal Pradesh,1158,505,3
26-07-2020,Assam,32229,24041,79
26-07-2020,Bihar,38919,26308,249
26-07-2020,Chandigarh,887,572,13
26-07-2020,Chhattisgarh,7613,4944,43
26-07-2020,Delhi,130606,114875,3827
26-07-2020,Dadra and Nagar Haveli and Daman and Diu,950,565,2
26-07-2020,Goa,4861,3277,35
26-07-2020,Gujarat,55822,40365,2326
26-07-2020,Himachal Pradesh,2176,1198,13
26-07-2020,Haryana,31332,24384,392
26-07-2020,Jharkhand,8349,3704,83
26-07-2020,Jammu and Kashmir,17920,9928,312
26-07-2020,Karnataka,96141,35838,1880
26-07-2020,Kerala,19026,9304,62
26-07-2020,Ladakh,1285,1063,4
26-07-2020,Maharashtra,375799,213238,13656
26-07-2020,Meghalaya,702,135,5
26-07-2020,Manipur,2235,1521,0
26-07-2020,Madhya Pradesh,27800,19132,811
26-07-2020,Mizoram,361,193,0
26-07-2020,Nagaland,1339,549,4
26-07-2020,Odisha,25389,16793,174
26-07-2020,Punjab,13218,8810,306
26-07-2020,Puducherry,2787,1645,40
26-07-2020,Rajasthan,36430,25954,624
26-07-2020,Sikkim,545,147,1
26-07-2020,Telangana,54059,41332,463
26-07-2020,Tamil Nadu,213723,156526,3494
26-07-2020,Tripura,3919,2362,13
26-07-2020,Uttar Pradesh,66988,41641,1426
26-07-2020,Uttarakhand,6104,3566,63
26-07-2020,West Bengal,58718,37751,1372
27-07-2020,Andaman and Nicobar Islands,338,192,1
27-07-2020,Andhra Pradesh,102349,49558,1090
27-07-2020,Arunachal Pradesh,1239,574,3
27-07-2020,Assam,33577,25403,86
27-07-2020,Bihar,41111,27844,255
27-07-2020,Chandigarh,910,575,14
27-07-2020,Chhattisgarh,7980,5172,45
27-07-2020,Delhi,131219,116372,3853
27-07-2020,Dadra and Nagar Haveli and Daman and Diu,986,597,2
27-07-2020,Goa,5119,3410,36
27-07-2020,Gujarat,56874,41380,2348
27-07-2020,Himachal Pradesh,2270,1216,13
27-07-2020,Haryana,32127,25046,397
27-07-2020,Jharkhand,8803,3805,90
27-07-2020,Jammu and Kashmir,18390,10402,321
27-07-2020,Karnataka,101465,37685,1955
27-07-2020,Kerala,19728,10049,64
27-07-2020,Ladakh,1306,1066,4
27-07-2020,Maharashtra,383723,221944,13883
27-07-2020,Meghalaya,738,186,5
27-07-2020,Manipur,2286,1559,0
27-07-2020,Madhya Pradesh,28589,19791,820
27-07-2020,Mizoram,361,193,0
27-07-2020,Nagaland,1385,569,5
27-07-2020,Odisha,26892,17374,181
27-07-2020,Punjab,13769,9064,318
27-07-2020,Puducherry,2872,1720,43
27-07-2020,Rajasthan,37564,26834,633
27-07-2020,Sikkim,555,174,1
27-07-2020,Telangana,55532,42106,471
27-07-2020,Tamil Nadu,220716,162249,3571
27-07-2020,Tripura,4066,2467,17
27-07-2020,Uttar Pradesh,70493,42833,1456
27-07-2020,Uttarakhand,6328,3675,66
27-07-2020,West Bengal,60830,39917,1411
28-07-2020,Andaman and Nicobar Islands,363,196,1
28-07-2020,Andhra Pradesh,110297,52622,1148
28-07-2020,Arunachal Pradesh,1330,617,3
28-07-2020,Assam,34948,26619,88
28-07-2020,Bihar,43591,29220,269
28-07-2020,Chandigarh,934,599,14
28-07-2020,Chhattisgarh,8286,5439,46
28-07-2020,Delhi,132275,117507,3881
28-07-2020,Dadra and Nagar Haveli and Daman and Diu,1030,648,2
28-07-2020,Goa,5287,3595,36
28-07-2020,Gujarat,57982,42412,2372
28-07-2020,Himachal Pradesh,2330,1234,13
28-07-2020,Haryana,32876,25758,406
28-07-2020,Jharkhand,9563,3984,94
28-07-2020,Jammu and Kashmir,18879,10885,333
28-07-2020,Karnataka,107001,40504,2057
28-07-2020,Kerala,20895,10728,68
28-07-2020,Ladakh,1327,1067,4
28-07-2020,Maharashtra,391440,232277,14165
28-07-2020,Meghalaya,779,194,5
28-07-2020,Manipur,2317,1615,0
28-07-2020,Madhya Pradesh,29217,20343,830
28-07-2020,Mizoram,384,198,0
28-07-2020,Nagaland,1460,577,4
28-07-2020,Odisha,28107,18061,189
28-07-2020,Punjab,14378,9752,336
28-07-2020,Puducherry,3011,1782,47
28-07-2020,Rajasthan,38636,27317,644
28-07-2020,Sikkim,579,186,1
28-07-2020,Telangana,57142,42909,480
28-07-2020,Tamil Nadu,227688,166956,3659
28-07-2020,Tripura,4287,2621,21
28-07-2020,Uttar Pradesh,73951,44520,1497
28-07-2020,Uttarakhand,6587,3720,70
28-07-2020,West Bengal,62964,42022,1449
29-07-2020,Andaman and Nicobar Islands,428,201,2
29-07-2020,Andhra Pradesh,120390,55406,1213
29-07-2020,Arunachal Pradesh,1410,677,3
29-07-2020,Assam,36296,27833,92
29-07-2020,Bihar,45919,30504,273
29-07-2020,Chandigarh,978,611,14
29-07-2020,Chhattisgarh,8600,5636,50
29-07-2020,Delhi,133310,118633,3907
29-07-2020,Dadra and Nagar Haveli and Daman and Diu,1068,667,2
29-07-2020,Goa,5489,3784,39
29-07-2020,Gujarat,59126,43195,2396
29-07-2020,Himachal Pradesh,2403,1332,13
29-07-2020,Haryana,33631,26420,413
29-07-2020,Jharkhand,9894,4061,99
29-07-2020,Jammu and Kashmir,19419,11322,348
29-07-2020,Karnataka,112504,42901,2147
29-07-2020,Kerala,21798,11369,69
29-07-2020,Ladakh,1347,1080,6
29-07-2020,Maharashtra,400651,239755,14463
29-07-2020,Meghalaya,784,207,5
29-07-2020,Manipur,2458,1653,1
29-07-2020,Madhya Pradesh,30134,20934,844
29-07-2020,Mizoram,395,215,0
29-07-2020,Nagaland,1513,595,4
29-07-2020,Odisha,29175,18939,195
29-07-2020,Punjab,14946,10213,361
29-07-2020,Puducherry,3177,1874,47
29-07-2020,Rajasthan,39780,28309,654
29-07-2020,Sikkim,596,198,1
29-07-2020,Telangana,58906,43751,492
29-07-2020,Tamil Nadu,234114,172883,3741
29-07-2020,Tripura,4503,2678,21
29-07-2020,Uttar Pradesh,77334,45807,1530
29-07-2020,Uttarakhand,6866,3811,72
29-07-2020,West Bengal,65258,44116,1490
30-07-2020,Andaman and Nicobar Islands,470,201,3
30-07-2020,Andhra Pradesh,130557,60024,1281
30-07-2020,Arunachal Pradesh,1484,827,3
30-07-2020,Assam,38408,29081,94
30-07-2020,Bihar,48001,31673,285
30-07-2020,Chandigarh,1016,647,14
30-07-2020,Chhattisgarh,8856,5921,51
30-07-2020,Delhi,134403,119724,3936
30-07-2020,Dadra and Nagar Haveli and Daman and Diu,1103,684,2
30-07-2020,Goa,5704,4005,42
30-07-2020,Gujarat,60285,44074,2418
30-07-2020,Himachal Pradesh,2506,1387,13
30-07-2020,Haryana,34254,27340,417
30-07-2020,Jharkhand,10399,4176,103
30-07-2020,Jammu and Kashmir,19869,11842,365
30-07-2020,Karnataka,118632,46694,2230
30-07-2020,Kerala,22304,12163,71
30-07-2020,Ladakh,1378,1094,7
30-07-2020,Maharashtra,411798,248615,14729
30-07-2020,Meghalaya,803,210,5
30-07-2020,Manipur,2505,1672,4
30-07-2020,Madhya Pradesh,30968,21657,857
30-07-2020,Mizoram,408,234,0
30-07-2020,Nagaland,1566,625,4
30-07-2020,Odisha,30378,19746,205
30-07-2020,Punjab,15456,10509,370
30-07-2020,Puducherry,3298,1958,48
30-07-2020,Rajasthan,40936,29231,667
30-07-2020,Sikkim,610,214,1
30-07-2020,Telangana,60717,44572,505
30-07-2020,Tamil Nadu,239978,178178,3841
30-07-2020,Tripura,4722,2962,21
30-07-2020,Uttar Pradesh,81039,46803,1587
30-07-2020,Uttarakhand,7065,3996,76
30-07-2020,West Bengal,67692,46256,1536
31-07-2020,Andaman and Nicobar Islands,548,214,5
31-07-2020,Andhra Pradesh,140933,63864,1349
31-07-2020,Arunachal Pradesh,1591,918,3
31-07-2020,Assam,40270,30358,98
31-07-2020,Bihar,50987,33650,298
31-07-2020,Chandigarh,1051,667,15
31-07-2020,Chhattisgarh,9192,6230,54
31-07-2020,Delhi,135598,120930,3963
31-07-2020,Dadra and Nagar Haveli and Daman and Diu,1149,725,2
31-07-2020,Goa,5913,4211,45
31-07-2020,Gujarat,61438,44907,2441
31-07-2020,Himachal Pradesh,2564,1459,13
31-07-2020,Haryana,34965,28227,421
31-07-2020,Jharkhand,11314,4343,106
31-07-2020,Jammu and Kashmir,20359,12217,377
31-07-2020,Karnataka,124115,49788,2314
31-07-2020,Kerala,23614,13027,74
31-07-2020,Ladakh,1404,1095,7
31-07-2020,Maharashtra,422118,256158,14994
31-07-2020,Meghalaya,823,215,5
31-07-2020,Manipur,2621,1689,5
31-07-2020,Madhya Pradesh,31806,22271,867
31-07-2020,Mizoram,408,247,0
31-07-2020,Nagaland,1693,635,4
31-07-2020,Odisha,31877,20518,214
31-07-2020,Punjab,16119,10734,386
31-07-2020,Puducherry,3472,2100,49
31-07-2020,Rajasthan,42083,29845,680
31-07-2020,Sikkim,639,231,1
31-07-2020,Telangana,62703,45388,519
31-07-2020,Tamil Nadu,245859,183956,3935
31-07-2020,Tripura,4996,3327,21
31-07-2020,Uttar Pradesh,85461,48863,1630
31-07-2020,Uttarakhand,7183,4168,80
31-07-2020,West Bengal,70188,48374,1581
01-08-2020,Andaman and Nicobar Islands,636,226,7
01-08-2020,Andhra Pradesh,150209,76614,1407
01-08-2020,Arunachal Pradesh,1674,969,3
01-08-2020,Assam,41727,31443,101
01-08-2020,Bihar,54508,35473,312
01-08-2020,Chandigarh,1079,683,18
01-08-2020,Chhattisgarh,9427,6610,55
01-08-2020,Delhi,136716,122131,3989
01-08-2020,Dadra and Nagar Haveli and Daman and Diu,1194,755,2
01-08-2020,Goa,6193,4438,48
01-08-2020,Gujarat,62574,45782,2465
01-08-2020,Himachal Pradesh,2634,1502,13
01-08-2020,Haryana,35758,29080,428
01-08-2020,Jharkhand,12104,4513,114
01-08-2020,Jammu and Kashmir,20972,12871,388
01-08-2020,Karnataka,129287,53648,2412
01-08-2020,Kerala,24743,13779,82
01-08-2020,Ladakh,1462,1108,7
01-08-2020,Maharashtra,431719,266883,15316
01-08-2020,Meghalaya,856,252,5
01-08-2020,Manipur,2756,1699,6
01-08-2020,Madhya Pradesh,32614,22969,876
01-08-2020,Mizoram,413,253,0
01-08-2020,Nagaland,1831,640,4
01-08-2020,Odisha,33479,21274,225
01-08-2020,Punjab,17063,11075,405
01-08-2020,Puducherry,3606,2198,51
01-08-2020,Rajasthan,43243,30668,694
01-08-2020,Sikkim,650,269,1
01-08-2020,Telangana,64786,46502,530
01-08-2020,Tamil Nadu,251738,190966,4034
01-08-2020,Tripura,5248,3463,23
01-08-2020,Uttar Pradesh,89048,51334,1677
01-08-2020,Uttarakhand,7447,4330,83
01-08-2020,West Bengal,72777,50517,1629
02-08-2020,Andaman and Nicobar Islands,734,242,8
02-08-2020,Andhra Pradesh,158764,82886,1474
02-08-2020,Arunachal Pradesh,1698,996,3
02-08-2020,Assam,42905,32385,105
02-08-2020,Bihar,57270,36637,322
02-08-2020,Chandigarh,1117,698,19
02-08-2020,Chhattisgarh,9608,6991,58
02-08-2020,Delhi,137677,123317,4004
02-08-2020,Dadra and Nagar Haveli and Daman and Diu,1249,804,2
02-08-2020,Goa,6530,4668,53
02-08-2020,Gujarat,63675,46587,2487
02-08-2020,Himachal Pradesh,2703,1559,13
02-08-2020,Haryana,36519,29690,433
02-08-2020,Jharkhand,12559,4682,118
02-08-2020,Jammu and Kashmir,21416,13127,396
02-08-2020,Karnataka,134819,57725,2496
02-08-2020,Kerala,25912,14467,83
02-08-2020,Ladakh,1466,1108,7
02-08-2020,Maharashtra,441228,276809,15576
02-08-2020,Meghalaya,874,264,5
02-08-2020,Manipur,2831,1737,7
02-08-2020,Madhya Pradesh,33535,23550,886
02-08-2020,Mizoram,470,258,0
02-08-2020,Nagaland,1935,648,4
02-08-2020,Odisha,34913,21955,236
02-08-2020,Punjab,17853,11466,423
02-08-2020,Puducherry,3806,2309,52
02-08-2020,Rajasthan,44410,31216,706
02-08-2020,Sikkim,658,289,1
02-08-2020,Telangana,66677,47590,540
02-08-2020,Tamil Nadu,257613,196483,4132
02-08-2020,Tripura,5389,3605,27
02-08-2020,Uttar Pradesh,92921,53357,1730
02-08-2020,Uttarakhand,7593,4437,86
02-08-2020,West Bengal,75516,52730,1678
03-08-2020,Andaman and Nicobar Islands,830,263,10
03-08-2020,Andhra Pradesh,166586,88672,1537
03-08-2020,Arunachal Pradesh,1758,1063,3
03-08-2020,Assam,45276,33429,109
03-08-2020,Bihar,59567,38508,336
03-08-2020,Chandigarh,1160,706,19
03-08-2020,Chhattisgarh,9820,7256,61
03-08-2020,Delhi,138482,124254,4021
03-08-2020,Dadra and Nagar Haveli and Daman and Diu,1284,866,2
03-08-2020,Goa,6816,4876,56
03-08-2020,Gujarat,64684,47561,2509
03-08-2020,Himachal Pradesh,2818,1658,13
03-08-2020,Haryana,37173,30470,440
03-08-2020,Jharkhand,13500,4794,125
03-08-2020,Jammu and Kashmir,22006,14032,407
03-08-2020,Karnataka,139571,62500,2594
03-08-2020,Kerala,26874,15282,85
03-08-2020,Ladakh,1485,1109,7
03-08-2020,Maharashtra,450196,287030,15842
03-08-2020,Meghalaya,902,264,5
03-08-2020,Manipur,2920,1766,7
03-08-2020,Madhya Pradesh,34285,24099,900
03-08-2020,Mizoram,496,266,0
03-08-2020,Nagaland,2129,657,4
03-08-2020,Odisha,36297,23074,248
03-08-2020,Punjab,18527,11882,442
03-08-2020,Puducherry,3982,2411,56
03-08-2020,Rajasthan,45555,32051,719
03-08-2020,Sikkim,688,297,1
03-08-2020,Telangana,67660,48609,551
03-08-2020,Tamil Nadu,263222,202283,4241
03-08-2020,Tripura,5389,3605,27
03-08-2020,Uttar Pradesh,97362,55393,1778
03-08-2020,Uttarakhand,7800,4538,90
03-08-2020,West Bengal,78232,54818,1731
04-08-2020,Andaman and Nicobar Islands,928,277,12
04-08-2020,Andhra Pradesh,176333,95625,1604
04-08-2020,Arunachal Pradesh,1790,1105,3
04-08-2020,Assam,48162,34422,115
04-08-2020,Bihar,62031,40760,349
04-08-2020,Chandigarh,1206,715,20
04-08-2020,Chhattisgarh,10202,7613,69
04-08-2020,Delhi,139156,125226,4033
04-08-2020,Dadra and Nagar Haveli and Daman and Diu,1327,920,2
04-08-2020,Goa,7075,5114,60
04-08-2020,Gujarat,65704,48459,2534
04-08-2020,Himachal Pradesh,2879,1710,13
04-08-2020,Haryana,37796,31226,448
04-08-2020,Jharkhand,14070,5199,129
04-08-2020,Jammu and Kashmir,22396,14856,417
04-08-2020,Karnataka,145830,69272,2704
04-08-2020,Kerala,27957,16303,88
04-08-2020,Ladakh,1534,1127,7
04-08-2020,Maharashtra,457956,299356,16142
04-08-2020,Meghalaya,917,330,5
04-08-2020,Manipur,3018,1814,7
04-08-2020,Madhya Pradesh,35082,25414,912
04-08-2020,Mizoram,502,282,0
04-08-2020,Nagaland,2405,659,4
04-08-2020,Odisha,37681,24483,258
04-08-2020,Punjab,19015,12491,462
04-08-2020,Puducherry,4147,2537,58
04-08-2020,Rajasthan,46679,32832,732
04-08-2020,Sikkim,783,299,1
04-08-2020,Telangana,68946,49675,563
04-08-2020,Tamil Nadu,268285,208784,4349
04-08-2020,Tripura,5520,3675,28
